idle time %,avg speed,avg long. acceleration
100.0,0.0,0.0
40.833333333333336,7,-0.0252833333333333
38.83333333333333,7.770316666666668,-0.047875
42.25,14.275766666666668,-0.0042166666666666
38.58333333333333,7.087883333333334,0.0322333333333333
42.583333333333336,5.012408333333333,0.0425083333333333
42.75,5.002483333333333,-0.035075
43.66666666666666,5.061766666666665,-0.0378833333333333
37.91666666666666,6.662350000000001,0.0331083333333333
37.083333333333336,7.901716666666666,-0.04505
39.33333333333333,4.971875000000001,0.0330583333333333
40.5,15.582358333333335,0.0656
37.333333333333336,6.2991,-0.0403583333333333
38.5,5.01505,0.0339499999999999
35.583333333333336,11.591466666666667,0.0385583333333333
42.66666666666667,16.52974166666667,0.0003166666666666
38.16666666666666,3.8582666666666663,0.0150916666666666
37.833333333333336,3.985258333333334,-0.03455
48.75,7.138341666666667,-0.0430416666666666
49.25,7.284166666666667,-0.0555333333333333
47.25,4.165258333333334,0.0342833333333333
43.75,2.052283333333333,0.0172166666666666
38.083333333333336,2.7222000000000004,-0.012025
43.333333333333336,18.165883333333333,0.0126166666666666
39.0,2.073325,0.0075916666666666
44.583333333333336,17.898875,-0.0512083333333333
34.66666666666667,5.273266666666667,0.0311083333333333
45.08333333333333,1.8040666666666667,0.0050666666666666
47.25,2.929616666666666,0.0106
48.66666666666667,3.52335,-0.0351333333333333
47.083333333333336,1.8646666666666667,-0.0090166666666666
33.33333333333333,5.721141666666667,-0.0347416666666666
36.75,1.5966083333333336,0.0004833333333333
35.16666666666667,17.261333333333333,-0.133875
34.91666666666667,2.5090416666666666,0.0222916666666666
36.0,18.252666666666663,0.0141749999999999
48.25,1.6714583333333333,0.012875
50.74999999999999,15.587000000000002,-0.0334166666666666
47.833333333333336,19.333975,0.0072083333333333
51.41666666666666,15.821691666666668,-0.0726583333333333
51.66666666666667,3.453891666666667,0.0831333333333333
48.25,19.833866666666665,-0.0276666666666666
30.25,13.365283333333334,0.0172916666666666
29.75,8.878825,-0.046
51.16666666666667,1.810025,-0.011125
51.5,2.006933333333333,-0.0093416666666666
29.75,7.577474999999998,0.038875
47.083333333333336,21.6177,-0.1854083333333333
38.083333333333336,22.18974166666667,-0.0655666666666666
52.083333333333336,1.6395166666666667,0.0074666666666666
28.75,12.630166666666668,0.0039333333333333
46.25,22.82450833333333,-0.06055
29.5,4.334183333333333,0.0336333333333333
55.50000000000001,5.668608333333332,-0.0392
35.66666666666667,23.170075,-0.0228499999999999
27.58333333333333,6.3618,-0.0234166666666666
55.75,4.43605,0.0245916666666666
55.08333333333333,16.919275000000003,-0.0090166666666666
27.08333333333333,7.22695,0.0225749999999999
26.75,8.129141666666666,0.1056999999999999
36.583333333333336,24.43623333333333,-0.0392999999999999
27.416666666666668,3.325891666666667,0.0103916666666666
33.166666666666664,23.95863333333333,0.011
57.49999999999999,15.911333333333332,-0.0158749999999999
27.33333333333333,19.001116666666668,-0.0134166666666666
24.58333333333333,7.382991666666666,0.0425083333333333
58.16666666666666,17.61404166666667,-0.038025
26.25,19.77948333333333,-0.0461166666666666
23.666666666666668,5.649066666666667,0.037875
59.41666666666666,2.9139166666666667,0.0275916666666666
60.83333333333333,11.677675,-0.0943749999999999
25.083333333333336,18.668866666666663,-0.0652416666666666
26.58333333333333,21.307075,-0.0164416666666666
22.666666666666664,12.804391666666666,-0.2014416666666666
60.75000000000001,16.762316666666667,-0.1205916666666666
21.921641791044777,10.763535447761193,-0.0472481343283582
27.0,23.35055,0.0037
22.83333333333333,3.228333333333333,0.0040749999999999
21.58333333333333,7.986866666666667,0.03065
21.333333333333336,10.59725,0.044875
62.583333333333336,9.25345,0.0504749999999999
21.75,5.663766666666667,0.0167499999999999
27.166666666666668,24.454991666666665,-0.0003583333333333
21.916666666666668,3.667366666666666,-0.0069166666666666
21.166666666666668,5.831583333333333,-0.0196249999999999
61.75000000000001,2.1967833333333338,-0.0542249999999999
21.083333333333336,4.639283333333333,-0.0146416666666666
61.75000000000001,0.65395,0.003475
26.58333333333333,25.77978333333333,-0.0116
62.66666666666667,0.7396916666666666,-0.0048333333333333
64.83333333333333,12.327783333333333,-0.0165166666666666
28.916666666666668,29.16679166666667,-0.1478749999999999
18.666666666666668,4.667933333333334,-0.0178916666666666
65.0,3.6233333333333335,-0.0227499999999999
64.75,2.1232166666666665,-0.0378416666666666
66.91666666666667,10.000083333333334,-0.0053833333333333
67.0,10.615183333333333,0.0463083333333333
17.833333333333336,2.7871083333333333,0.0108916666666666
67.91666666666667,11.052383333333331,0.042725
66.75,1.5178666666666665,-0.0174749999999999
